id,sentiment,review
3084_10,1,"Oh man, why? \Six Degrees\"" is a show about this so called theory that we all are linked by someone. If focus on the lives of a group of people and the consequences of their actions.<br /><br />When I first heard of this show, it didn't caught my attention at all. It seemed too ordinary, actually. Then, i saw some episodes... and loved it! First of all, the characters. They are all well-written and different from each other. There's a alcohol addicted, a woman whose fiancée cheats on her, a woman who just lost her husband, a driver who has a troubled brother and so on... Unlike what we're used to, most of the characters interact with each other in casualties, like in our daily routines. Great! My favourite ones are Mae, Carlos and Whitney.<br /><br />Then, the cast. They are all great. Jay Hernandez, from \""Hostel\"", shows here his acting habilities in a more 3d character than his previous work as Paxton. The other ones give great performances too, specially Campbell Scott, who plays Steven and Bridget Moynahan, who plays Whitney.<br /><br />Well when i came to IMDb, after watching some episodes, i couldn't believe that it got cancelled. Seriously, i can't understand the low ratings.<br /><br />It's too bad it didn't have more than one season. It would really be a good show to follow!"""
2190_10,1,Touching; Well directed autobiography of a talented young director/producer. A love story with Rabin's assassination in the background. Worth seeing !<br /><br />
11041_7,1,"This film centers on four criminals, locked away in a prison who desire escape from their cell, hoping that a mysterious book of black magic, penned by a former inmate around 1920, named Danvers who wanted to use spells to keep his skin young.<br /><br />Carrère's(Gérald Laroche)criminal business tactics(shortcuts)have landed him in prison with three oddball cell-mates..a transsexual brute Marcus(Clovis Cornillac), Marcus' love-toy Pâquerette(Dimitri Rataud)who eats objects he touches(..and is in prison for eating his six-month old sister)and obeys his charge as if \he\"" were his mother, and the scholarly Lassalle(Philippe Laudenbach)who doesn't read, or eat breakfast(..the latter being that he murdered his wife during that time of the day). The film follows Carrère as he reads from the book, attempting to understand it's meanings hoping to find an exit from his prison. Carrère loves his child, and for a while believes his wife will get him out early on bail. When she betrays him, Carrère begins to slowly seethe with hate, and longing to see and hold his beloved son. Carrère's toughest critic is Marcus, who longs to be fully female, while still folding to several masculine traits, such as working out and taking a leak standing up. He talks tough and uses his muscle as a type of fear tactic, although deep inside is a world of vulnerability. Pâquerette is completely under Marcus' control and behaves like a canine to it's master..there's even an alarming scene where Pâquerette breast-feeds from Marcus! Lassalle is an unraveling mystery, opening up for us to slowly understand his ulterior motives and what lies within his possibly sinister brain. Clearly intellectual, and holding possible secrets from the others, Lassalle is actually the one who keeps the motivation of pursuing the secrets of the book going. Soon, those who aren't a threat to the book seek their \""true\"" escape, not as much from the cell of four walls, but the cell that imprisons their true desires. After a certain murder, the book is thrown from the room with a very fascinating character entering the film with a camcorder as if he were a new occupant..who is this person and how does he understand the power of a book tosses away, and better yet, how to use it? A constant in this film is each of the prisoners often seen throughout looking out their window into the world just out of reach.<br /><br />I'm glad I had a chance to watch this film. It does play out like \""Monkey's Paw\"", the characters get what they desire, but a price must be met. There's gore in the film, startling moments of graphic violence, but, in my opinion, this is first and foremost a story-driven tale. The gore is a product of what the book unleashes. One of the group gets his limbs twisted while suspended in the air, while a grisly opening act displays the carnage left in the wake of one man's desire. We see Danver's fate at the end, with a magnificent special effects sequence regarding an infant melting away. Lassalle's fate is a masterful effects sequence. I will say that Maléfique, through Eric Valette's well paced direction, always kept my attention, and, for being such an isolated movie(..about 95 % of the film takes place in a singular location, the prison cell)it never seems to drag. I guess that's a testament to interesting actors and fascinating characterizations, not to mention a compelling story using the supernatural to drive them."""
8333_9,1,"IQ is a wonderfully original romantic comedy that pits the greatest and deepest-thinking scientific minds of the 20th century as Cupid's helpers. The juxtaposition of heart and mind is the central theme of this light-hearted yet thoughtful movie. You don't quite know how to react because part of the time you are seeing great scientists do silly things to nurture budding love, but at other times, you hear them discuss some of the deepest puzzles of space/time of our age. The end result is a fun movie with surprises throughout. Walter Matthau is a perfect Einstein, Meg Ryan creates a quirky, scatter-brained mathematician, and Tim Robbins brings to life the contradictions of a poorly educated working man who is fascinated by science. All together, they create a farcical trip through love and science, mind and heart."
11036_8,1,"A prison cell.Four prisoners-Carrere,a young company director accused of fraud,35 year old transsexual in the process of his transformation, Daisy,a 20 year-old mentally challenged idiot savant and Lassalle,a 60 year-old intellectual who murdered his wife.Behind a stone slab in the cell,mysteriously pulled loose,they discovered a book:the diary of a former prisoner,Danvers,who occupied the cell at the beginning of the century.The diary contains magic formulas that supposedly enable prisoners to escape.\Malefique\"" is one of the creepiest and most intelligent horror films I have seen this year.The film has a grimy,shadowy feel influenced by the works of H.P. Lovecraft,which makes for a very creepy and unsettling atmosphere.There is a fair amount of gore involved with some imaginative and brutal death scenes and the characters of four prisoners are surprisingly well-developed.It's a shame that Eric Valette made truly horrible remake of \""One Missed Call\"" after his stunning debut.9 out of 10."""
3663_10,1,"Perhaps the last film you would expect to come from Vittorio de Sica and Cesare Zavattini (who wrote the novel on which this film is based). It's a neorealist fantasy, kind of an oxymoron, really. An old woman finds a baby in her cabbage patch and raises him as her own son. After a few years, the baby is a young boy (named Toto) and the adoptive mother is dying. He goes to an orphanage and, when he finally turns 18, he leaves. Immediately, he finds that he has no home. Toto is optimistic, though, and won't let anything get him down. A man steals his valise, and instead of getting angry over it, Toto becomes his friend and goes and stays with him in a small shantytown. Toto takes some initiative and organizes the many homeless living in the area and they build a better shantytown. Soon, the landowner is trying to sell this plot of land, and the citizens of the shantytown have to protect themselves. After many attempts, the owner mounts a force of police to get rid of the homeless. At this point, the film becomes full-fledged fantasy (before this it was more comedic/fantastic melodrama in the style of Charlie Chaplin). This stuff is so weird and shocking that it's probably best for others to see it for themselves. It's quite amazing, and very funny. There are objections you could raise about the plot of Miracle in Milan, most certainly. Fellini and Visconti were greatly criticized when they started to stray from Neorealism. I think I read this was widely criticized at the time of its release. At this point, though, it's so enjoyable - I loved it very much. It might be my favorite of Vittorio de Sica's films, although Umberto D and The Bicycle Thieves come very, very close. 10/10."
6309_8,1,"I saw this gem of a film at Cannes where it was part of the directors fortnight.<br /><br />Welcome to Collinwood is nothing short of superb. Great fun throughout, with all members of a strong cast acting their socks off. It's a sometimes laugh out loud comedy about a petty crook (Cosimo, played by Luis Guzman) who gets caught trying to steal a car and sent to prison. While in prison he meets a `lifer' who tells him of `the ultimate bellini'  which to you and me  is a sure-fire get rich quick scheme. It turns out that there is a way through from a deserted building into the towns jewellers shop  which could net millions. Sounds simple?  well throw in all kinds of wacky characters and incidents along the way and you have got the ingredients for a one wild ride!!  word passes from one low life loser to the next and soon a team of them are assembled to try and cash in on Cosimos `bellini' lead by failed boxer Pero (Superbly played by Sam Rockwell  surely a star in the making) and reluctant crook Riley (William H. Macy) who is forced to bring his baby along with him as his wife was locked up for fraud!!.<br /><br />Based on the Italian film I Soliti ignoti (Big Deal on Madonna street) which also inspired a similar film to `Collinwood'  `Palookaville'. This knocks spots of the latter effort and although its written and directed by the Russo brothers it definitely has shades of the Coen Brothers about it. Produced by Steven Soderbergh and George Clooney, who has a small yet hilarious part as a crippled safe breaker."
5293_8,1,"This is a very light headed comedy about a wonderful family that has a son called Pecker because he use to Peck at his Food. Pecker loves to take all kinds of pictures of the people in a small suburb of Baltimore, Md., and manages to get the attention of a group of photo art lovers from New York City. Pecker has a cute sister who goes simply nuts over SUGAR and is actually an ADDICT, taking spoonfuls of sugar from a bag. There are scenes of men showing off the lumps in their jockey's with grinding movements and gals doing pretty much the same. It is rather hard to keep your mind out of the gutter with this film, but who cares, it is only a film to give you a few laughs at a simple picture made in 1998."
1899_7,1,"Arthur Bach needs to grow up, but that is unfortunately not the only thing he needs to do. According to his extremely rich father, Arthur has to marry a certain wealthy Susan Johnson or he's cut off from the family money ($750 million dollars worth). The problem is, Arthur doesn't love Susan (though I hear she makes some good chicken) and has just fallen head-over-heels for the waitress and part-time shop-lifter Linda Marolla. Arthur is an interesting fellow. He's really just a big kid, born into riches with at least one person looking after him every second of every day. Working just rubs Arthur the wrong way - he likes to have fun, womanize, and of course, drink. Drinking gives Arthur a sort of Jekyll-and-Hyde complex; and while that gets him into all sorts of trouble, it's absolutely hilarious to watch on screen. <br /><br />Dudley Moore is great here in this film as Arthur, earning an Oscar nomination and Golden Globe win for his performance. Moore is fantastic with the comedic aspects of the film, turning the already funny lines into unforgettable comedic gold, but he is also great in bringing Arthur down to a relatable level and making the character likable. Moore has some help in the co-star department - Liza Minnelli is great as Lina, the spirited nobody who Arthur can't get enough of, and John Gielgud is terrific as Arthur's butler Hobson. Gielgud won the Best Supporting Actor Oscar for his performance in this film, and there's no doubting why. Hobson has a stone-solid dry wit and stuck up attitude, but he's always looking out for Arthur - and Gielgud is perfect in the role. Steve Gordon's 1981 film Arthur is short and simple, but delivers laughs a-plenty."
6727_9,1,"I realized a couple of days ago that the makers of this film put a play on words into its title. This movie is not primarily about the act of \riding giants,\"" but mostly about the people who are the giants of the sport, RIDING giants, to change the emphasis.<br /><br />In my teens I lived a block from the Wedge, one of the hardest-breaking and best bodysurfing spots in the world. I've been out in 15-to-18 foot surf, and have ridden and been hammered by 10 and 12-foot waves on many occasions. That experience is why I am in complete awe of the surfers in this film. The idea that Jeff Clark, to all appearances a normal mortal, could get away with riding Maverick's BY HIMSELF for over a decade is beyond my grasp. The first safety rule of any water sport is \""Never surf/dive/swim by yourself.\"" He went where sane people would not, and lived to tell about it. I wouldn't go out there if the water were 75 degrees and the sharks all left. <br /><br />In the world of warm water: the first shot of the waves at Jaws always makes the skin tingle over my entire body. These are not just scary waves, these are uncontrolled-bowel-evacuation waves. When we see Laird Hamilton not only surviving 40-to-60 foot waves (I can hardly type those numbers), but actually working the faces like a fun day at Rincon, I'm blown away. There is a dedication and focus in big-wave riders which is comparable to that of anyone in the world. <br /><br />This a great film. I gave it a 9 instead of a 10 only because it neglects to mention that there are great big-wave riders in the world outside the Hamilton/Kalama crew, and I think they deserved mention. Splice in Ken Bradshaw at outside Log Cabins and a 10 it is!"""
5017_8,1,"I was 15 years old when this movie premiered on the television. Being raised in Texas, I understood the boredom & monotony of teenage life there. This movie touched my impressionable teenage heart & I remembered it fondly through the past 12 years. I recently got to see it for the 2nd, 3rd & 4th times thanks the the LOVE channel. I still cry because the movie reaches in & touches my inner confused teenager."
4363_8,1,"It's a little disconcerting to have a character named Gig Young in a movie...played by Gig Young. But this film is where Gig got his name and also a nice career boost after playing small parts under another name.<br /><br />I'm going to go against the majority of the other comments and state that I really enjoyed this film, mainly because of the vibrant performance of Barbara Stanwyck as Fiona. She was funny, angry, vulnerable, caring, and feisty as the oldest of three daughters whose mother died on the Lusitania, and whose father was later killed during Woar War I. <br /><br />As the \man\"" of the house, Fiona has stood steadfast for years against settling her father's will which would therefore allow a Donald Trump type named Charles Barclay to get the family home. But Fiona's keeping a secret as to why she hates Barclay so much. Geraldine Fitzgerald is the middle, flirty sister, who is married to an Englishman but craves her youngest sister's boyfriend (Gig Young).<br /><br />If you're a Stanwyck fan, this is a no miss."""
5996_7,1,"Time and time again, I've stated that if people don't want remakes or sequels made, they should stop seeing them and instead venture into the world of independent film. Having said that though, the last time I saw an independent film myself must have been easily six months ago. So here's a review for an indie that I had my attention drawn to on Youtube; the Cure.<br /><br />Right away, you can tell that the film is going for an avant-garde film approach which is telegraphed in its use of extreme close ups, scopophilia and fast editing. It is proud of the way it looks - and it has a right to be. For the most part it is a very nicely composed little piece, save for one inexcusable disregard for the 180 degree rule and a comically bad gunshot effect which is a phenomenon that seems to be THE calling card for self funded projects.<br /><br />Still, despite these amateurish mistakes the majority of the shots are actually a pleasure to look at. We're presented with a good use of props and locations, good visual acting and some very atmospheric, fluid editing, which is made more commendable as this is definitely something you won't see very often at all from a Youtube submission. The plot is fragmented and although the basic premise is fairly simple some may find it hard to follow exactly what is happening, but what we are seeing here is avant-garde storytelling at work; you can't really expect a straightforward three act structure and if you do you might not be ready for this kind of movie.<br /><br />Where the film is unfortunately let down however is the sound. What you're going to hear throughout is a distorted voice-over which often sounds insincere and worse still is the continuous background music, which goes through minimal change and doesn't add much to anything. So much attention is paid to the visuals that the audio frankly sounds neglected, and this becomes really apparent when you realize you've just missed about four sentences of the narration and have to backtrack to pick up what slipped past your attention.<br /><br />So, give it a watch, but do it with the sound turned off.<br /><br />Last thought; was anyone else reminded of the cover for Doug Naylor's Red Dwarf novel \Last Human\"" early in the film? If you have the book you know what I mean."""
4650_7,1,"As an employee of the Swedish Air Force I enjoyed the nice Gripen and Hkp 9 (MBB Bo 105) flight scenes in this movie. One of the few disappointments was the EWS 39 jammer pod, in this case an inert Rb 75 (Maverick) missile painted black with the letters \EWS 39\"" in white along the side. Real jammer pods definitely do not look like that, at least not the ones I've seen.<br /><br />But apart from that, it's an entertaining movie with a very amusing ending (the last minute). Anyone interested in seeing various Swedish military units, including the now-legendary SSG, on film should see this one.<br /><br />"""
3102_9,1,"I saw the The Bourne Ultimatum last summer with a friend, and, wow! I had already seen the first two films and I liked them, but Ultimatum, I loved.<br /><br />Matt Damon plays Jason Bourne, a amnesia suffering CIA agent on the run, trying to discover who he is.<br /><br />Like I already said, I loved this movie from start to finish, no plot holes, slow scenes, everything was paced just right and it fit in well with the other films, but in all senses it was much better.<br /><br />Best stunts, car chases, actors, and effects I've seen in an action movie all summer, (surprisingly due to Spider-Man 3, Pirates, etc.) But I it wasn't just action in this film, Jason doesn't just kill and run. He has a soul and the audience feels for him, so drama is included. But that doesn't slow it down.<br /><br />Of all the \threequels\"" that came out last summer, this was the best."""
644_9,1,"A have a female friend who is currently being drawn into a relationship with an SOB who has a long term girlfriend. Of course the SOB is very good-looking, charming, etc and my friend is a very intelligent woman. Watching Jean Pierre Leaud's character at work is exactly like watching what goes on in real life when guys like that destroy the lives of our female friends. It's tragic, and you know she's going to end up very hurt, but there's nothing you can do. Leaud is brilliant. Totally empty. A blank throughout, he pulls the faces and tells the stories he thinks will get the reaction he wants.<br /><br />The scene two hours in when Leaud and Lebrun have made love, and the next morning he puts on a record and, very sweetly and charmingly, sings along to amuse her is brilliant. The \What the hell am I doing here with this idiot\"" expression that flickers back and forth across her face will be in my memory for a long time to come.<br /><br />It's a long film, but see it in one go, preferably in a cinema. Takes a while to get into, but then the time just disappears."""
5359_10,1,"Didn't Mystic Pizza win the Oscar for that year? This movie never had a chance, due to the casting, but perhaps by now people can see why I felt that way upon leaving the theater. Only \Wargames\"" left me feeling similarly disturbed after leaving the theater, with the feeling I was getting a glimpse of our future. History has shown that this is exactly what happened.<br /><br />The casting is a pop-culture Cuisinart of the 1980s: you get Arnold as Ben Richards, the framed fugitive offered a chance to \""run\"" for his freedom on the game show with the same title as the movie; Richard Dawson as Damon Killian, treating his role as if he were the host of Family Feud with the contestants using real guns; Jesse Ventura as \""Captain Freedom\"" and co-wrestler Professor Tanaka as \""Subzero,\"" both \""stalkers\"" who kill the \""running men.\"" Even Mick Fleetwood (Mic) and Dweezil Zappa (Stevie) show up, while the \""dancers of the future\"" are none other than the Laker Girls. This movie SCREAMS \""80s.\"" The plot is a good excuse for the action: Ben Richards is determined to prove his innocence, but agrees to be the Running Man when he is told that his buddies would be set free; instead, they join him as \""contestants.\"" Maria Conchita Alonzo as Amber Mendez is the standard by which one can properly judge Salma Hayek in the 1990s.<br /><br />The production value on the film was a bit poor, the lines were cheesy, and (at the time), the plot seemed a bit far-fetched. I remember thinking when I was leaving the theater that we were definitely heading in the direction of the film, but who could have seen how far we'd go there and how fast? If The Running Man were listed in TV Guide, most people would assume it were just another reality show pushing the envelope today. The government influences on the media have only gotten worse, and the dumbed-down American public of the future that surrenders all of its freedoms for \""national security\"" is downright chilling. Ben Richards is played brilliantly by Arnold as one of the few remaining holdouts against a government tyranny that the rest of America is all too willing to accept in return for good television and some parting gifts for the audience.<br /><br />The movie was way over the top, maybe even off the cliff for its time, but as with Back to the Future III, the \""ravine\"" it appeared to be sinking itself into in 1987 was replaced by completed tracks in 2006 and beyond, and this movie will sail into the future as one of the more prophetic films of our time. It is tragic that, as with Wargames, the academy did not give this brilliant screenplay the recognition it deserved. \""Serious\"" actors acting seriously while being so pretentious that you want to throw up may win more Oscars, but that doesn't make them better films than their \""common man\"" counterparts, such as this one.<br /><br />An absolute must-see."""
80_9,1,"I really enjoyed the reunion a lot! I would have rated it a 10 if they had had \Hassie\"" and \""Little Luke\"". There wasn't even a mention of where they are today or why they didn't participate in the reunion. They were very popular characters and I think it was a mistake not to give an explanation about their lack of appearance.<br /><br />Anyway, I was glad that TNN ran the series again! I had been looking for episodes for years and what a joy to be able to tape the whole series (I may have missed a few episodes). Jenny Hanahan"""
6165_8,1,"Yes, some plots are a bit hard to follow, and The Bill does have a tendency to get violent, but it is actually an engrossing show, that I try not to miss. A vast majority of the episodes are very exciting and quite tense, and the acting is fairly good, though I do miss Roberta Taylor as Inspector Gina Gold and Todd Carty as Gabriel Kent. I will admit, I prefer the older episodes to the newer episodes, and it is a bit of a shame that the programme is now after the watershed, as I found it easier to watch when it was at 8.00. Still, why I like The Bill is because not only it is engrossing, but the cliffhangers at the end do make the next episode unmissable. It is true though, that it is more melodramatic than it was, but I really like this programme as a programme that doesn't try to take itself too seriously. 8/10 Bethany Cox"
4149_10,1,"Reading some of the comments on the message boards here I was expecting this movie to be a complete letdown - but when I watched it I could not stop laughing! It has officially become my new favourite movie.<br /><br />I don't know what all the hate here is about, maybe it's because a movie of this kind has never really been around before. I am at a loss to name another completely female driven comedy. Plenty of comedies will have one or two actresses in the lead, but there will be a lot of supporting male characters. This one was almost ALL women - with the exception of Seth Meyers, Justin Hartley and the brief appearance of Will Arnett - and it worked. All of the actresses delivered very funny performances (especially Missi Pyle) from a quirky and lovable script.<br /><br />The charm of this film, to me, seems to be in its subtle feminist message: accepting who you are, female success in the public sphere, the strength of female friendships and breaking gender roles. Light-hearted though it is, each of the lead characters face a challenge as their attempts to be more 'fun' conflict with their feminist values and who they knew themselves to be.<br /><br />Missi Pyle proposed that this film missed a theatrical release because of its all-female cast and lack of a big-name actor to get the studios behind it, and I have to agree. Everyone I've recommended this film to has loved it and I think it's a shame that a comedy celebrating female dorkiness hasn't been widely accepted and successful.<br /><br />I highly recommend this film to anyone with an open mind or a love of female-centred comedy."
224_10,1,"The Sunshine Boys is one of my favorite feel good movies. I first saw it when it as the Christmas attraction at Radio City Music Hall when it first came out and loved it ever since. I ended up seeing it 6 times in the theaters, and if it was playing today I'd go out to see it again.<br /><br />Now a lot of the reviews here mentioned the wonderful performances of the leads. Matthau was brilliant, but had the misfortune of being nominated against Jack Nicholson's Oscar winning performance of Randall P. MacMurphy in \One Flew Over the Cuckoo's nest. Burns did win, though Richard Benjiman deserved at least to be nominated as well. Even the smallest roles were played to perfection, like Fritz Feld auditioning for the potato chips commercial. <br /><br />Which brings me to my reason for reviewing this film, the direction of the greatly underrated Herbert Ross. Ross who previously brought a two person play, \""The Owl And The Pussycat\"" to the screen and made a full movie out of it, does it again. He opens the plays out without making them look like a photographic stage play. He fleashens out the story and the characters.<br /><br />Here we're 20 minutes into the film before we get to the scene that opens the play, where Ben Clark comes to see his uncle and tell him about the comedy special. Though there are dialogue from the play during the first twenty minutes, the sequence itself is totally new. A few years ago I did see at the broadway revival of the play with Jack Klugman and Tony Randall, which was wonderful. But I think that Ross and screenwriter, playwright Simon improved on it. It's just a wonderful film."""
4989_8,1,"This is very dated, but that's part of the charm with this 1933 movie. You can say the same for most Pre-Code films; they're just different, and usually in an interesting way.<br /><br />It was the short running time, the great acting of Spencer Tracy and the beautiful face and sweetness of Loretta Young's character which kept me watching and enjoying this stagy-but-intriguing film.<br /><br />You'd be hard-pressed to find a nicer girl than \Trinna,\"" played by the 20-year-old Young who was already into making her 50th movie! (She started acting as a small child. That, and the fact they made movies quickly back in the old days.) The camera, although in soft focus throughout much of the film, zoomed in on Loretta's face and eyes many times and I was mesmerized by her beauty.<br /><br />Playing a crotchety man with a cynical outlook on life, Tracy's \""Bill\"" slowly transformed into a loving man, thanks to Trinna. Spencer delivered his lines here with such naturalness that you hardly knew he was acting.<br /><br />Although they have small roles, supporting actors Walter Connolly, Marjorie Rambeau, Arthur Hohl and Glenda Farrell leave lasting impressions long after viewing this 75-minute film. I was particularly fascinated with Connolly's role as the minister/father figure of the camp.<br /><br />The story is a little far-fetched but - hey - that's the movies. This story is about two lonely Great Depression victims trying to survive in a \""Hooverville\""-type camp and it winds up to be a very touching tale."""
4030_9,1,"This movie was absolutely wonderful. The pre-partition time and culture has been recreated beautifully. Urmila has given yet another brilliant performance. What I truly admire about this movie is that it doesn't resort to Pakistan-bashing that is running rampant in movies like Gadar and LOC. With the partition as a backdrop, the movie does not divert to political issues or focus on violence or what is right and wrong. The movie always centers around the tragic story of Urmila's life. Her fragile relationship with Manoj Bajpai has been depicted excellently. The movie actually shows how the people, both Hindus and Muslims, have suffered from this partition. The theme that there is only one religion is truly prevalent in this film."
1686_10,1,After a long hard week behind the desk making all those dam serious decisions this movie is a great way to relax. Like Wells and the original radio broadcast this movie will take you away to a land of alien humor and sci-fi paraday. 'Captain Zippo died in the great charge of the Buick. He was a brave man.' The Jack Nicholson impressions shine right through that alien face with the dark sun glasses and leather jacket. And always remember to beware of the 'doughnut of death!' Keep in mind the number one rule of this movie - suspension of disbelief - sit back and relax - and 'Prepare to die Earth Scum!' You just have to see it for yourself.
7818_9,1,"I think the context of the story has been covered by other posters so I would just like to write about the impact this film had on me.<br /><br />I first saw this film the year of it's release around 1987. My school organised a trip to the cinema to see it, for an RE project I think. We all went along of course excited because we were on a school trip to the cinema! Little did we know what we were about to experience. To this day I still remember the feelings it invoked in me and i remembered crying a lot as were most of my friends. I think at the age we were we found it shocking and quiet rightly outraged in our own youthful way .It had such an impact on me that I joined the Anti Apartheid Movement the same year.<br /><br />I think it served it's purpose in my case."
7009_10,1,"I thought this was a wonderful movie. It touches every fiber of a human being. The love in the film is very intense. I thought it was Will's best performance to date. Great directing. Liked the editing. Music was great. Good use of flashback. This is the kind of movie everyone should go see. I hope people will get something wonderful from this. Overall, excellent movie. I think Hollywood should make more movies with substance. Even action films can have a caring story. I like the fact that Will was very subtle in his acting. He had a purpose and a dedication that is rare to see. I would suggest watching this alone or with someone that you really care about. For me, I found that the world stopped and my only focus was on the film. The outside world was suspended for a moment. It was a nice feeling with all this chaos going on in this world. And with this me generation it was great to see something(someone) that cared about other people more than himself."
385_10,1,"A film that can make you shed tears of sadness and tears of joy would be considered quite a step in the career of a common filmmaker. The fact is, Steven Spielberg, probably our greatest story-teller, has been doing this in various movie formats for years. THE COLOR PURPLE, at the time, was considered risky, especially after action classics like JAWS and RAIDERS OF THE LOST ARK. In hindsight, this film should have come as no surprise, for Spielberg had made us cry tears of joy and sadness in E.T. Critics called COLOR PURPLE his entrance into intellectual fare. It is quite an entrance. No special effects, no swashbuckling, just brilliant story-telling based on a literary classic by Alice Walker. One surprise is how Spielberg could present such a moving film about African-Americans in the deep south. Slavery is gone, but in the south depicted here, it seems as though blacks are using other blacks as slaves. <br /><br />Spielberg is always put down for sentimentalizing his pictures or adding an element of childishness to please the audience. This is really the first of overlooked films from his career that you cannot make these observations. It is the first in a line of films people either didn't see or wouldn't see because there are no aliens. EMPIRE OF THE SUN, ALWAYS, SCHINDLER'S LIST, etc.. His awesome talent is obvious with this specific picture because A) he uses mostly untrained, first-time actors, B) he tackles a subject most felt was unadaptable to the screen, and C) it is pure drama with no strings pulled where characters grow and change over the passage of roughly 30 years. It is almost epic-like in look and scope and the fact that it did not garner a single Academy Award from 11 nominations is a travesty and an insult.<br /><br />Whoopi Goldberg is fabulous as the tortured Celie, an unattractive woman given away by her incestuous father to an abusive Danny Glover, who she only knows as \Mister\"". The film follows a path of occasional beatings and mental torture she goes through while with \""Mister\"". The PG-13 rated film is pretty open to the sexual issues raised by the Walker novel. This is not \""The Burning Bed\"" in Georgia by any means. There is no blatant revenge taken as might be expected. It happens gracefully. Goldberg perfectly plays a human being, someone in need of love and someone who deserves it. The films' most poignant and heartbreaking moment comes when Goldberg and her sister, Nettie (played by Akosua Busia) are separated, maybe forever. (Possibly foreshadowing Holocaust separation of child and parent?) You may have to check for a pulse if you are not moved by this sequence.<br /><br />The color purple stands for the beauty of the fields and flowers surrounding these poor people. There really is something to live for, but love triumphs over all. Spielberg bashers take note: the guy can make an unforgettable classic without any cute aliens.<br /><br />RATING: 10 of 10"""
4162_10,1,"Yeah, it is. In fact, it's somewhere in my top 20 all time favorite movies. Number 15, I think. Anyways, I'm usually not one for plots, but I think plots work better in anime and RPG video games, (Final Fantasy 7, for example) and not movies. But this one has it all. Vivid drawings of planets, stars, an extremely well written screenplay. While this is not really for children, they can still watch it, it contains no graphic blood, guts and silicone. But I don't think they're going to understand it."
5403_10,1,This movie is the next segment in the pokemon movies which supplies everything on hopes and dreams of a pokemon warrior named Ash Ketchim and his friends. they go out and they look battle and run into new pokemon and take on new adventures with Pikachu and other pokemon favorites. This adventure takes on with a new pokemon called Celebi a time pokemon. Go join ash Brock and Misty to find all sorts of new things!
10836_10,1,"I thought this movie was fantastic. It was hilarious. Kinda reminded me of Spinal Tap. This is a must see for any fan of 70's rock. (I hope me and my friends aren't like that in twenty years!)<br /><br />Bill Nighy gives an excellent performance as the off kilter lead singer trying to recapture that old spirit,<br /><br />Stephen Rea fits perfectly into the movie as the glue trying to hold the band together, but not succeeding well.<br /><br />If you love music, and were ever in a band, this movie is definitely for you. You won't regret seeing this movie. I know I don't. Even my family found it funny, and that's saying something."
